Namespace(datasource='amazonreview', select_data=-1, test_dataset=-1, num_classes=5, num_test_task=600, test_epoch=-1, metatrain_iterations=15000, meta_batch_size=1, update_lr=0.001, meta_lr=2e-05, num_updates=5, num_updates_test=10, update_batch_size=1, update_batch_size_eval=5, num_filters=64, weight_decay=0.0, log=1, logdir='xxx', datadir='/iris/u/huaxiu/Data', resume=0, train=1, test_set=1, use_kg=0, trail=0, warm_epoch=0, ratio=1.0)
ProtoNet.data_amazonreview.cls_5.mbs_1.ubs_1.metalr2e-05.innerlr0.001.numupdates5
Downloading:   0%|          | 0.00/684 [00:00<?, ?B/s]Downloading: 100%|██████████| 684/684 [00:00<00:00, 400kB/s]
Downloading:   0%|          | 0.00/47.4M [00:00<?, ?B/s]Downloading:   8%|▊         | 3.97M/47.4M [00:00<00:01, 39.7MB/s]Downloading:  28%|██▊       | 13.1M/47.4M [00:00<00:00, 70.1MB/s]Downloading:  49%|████▉     | 23.3M/47.4M [00:00<00:00, 84.7MB/s]Downloading:  72%|███████▏  | 34.0M/47.4M [00:00<00:00, 93.6MB/s]Downloading:  96%|█████████▌| 45.3M/47.4M [00:00<00:00, 100MB/s] Downloading: 100%|██████████| 47.4M/47.4M [00:00<00:00, 91.2MB/s]
Some weights of the model checkpoint at albert-base-v1 were not used when initializing AlbertModel: ['predictions.bias', 'predictions.decoder.weight', 'predictions.LayerNorm.weight', 'predictions.dense.weight', 'predictions.decoder.bias', 'predictions.LayerNorm.bias', 'predictions.dense.bias']
- This IS expected if you are initializing AlbertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing AlbertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Downloading:   0%|          | 0.00/760k [00:00<?, ?B/s]Downloading:   9%|▉         | 70.7k/760k [00:00<00:01, 527kB/s]Downloading:  39%|███▉      | 300k/760k [00:00<00:00, 1.21MB/s]Downloading: 100%|██████████| 760k/760k [00:00<00:00, 2.21MB/s]
Downloading:   0%|          | 0.00/1.31M [00:00<?, ?B/s]Downloading:   6%|▌         | 77.8k/1.31M [00:00<00:02, 571kB/s]Downloading:  23%|██▎       | 307k/1.31M [00:00<00:00, 1.22MB/s]Downloading:  86%|████████▌ | 1.13M/1.31M [00:00<00:00, 3.32MB/s]Downloading: 100%|██████████| 1.31M/1.31M [00:00<00:00, 3.10MB/s]
iter: 100, loss_all: 1.3728946447372437, acc: 0.4328000843524933
iter: 200, loss_all: 0.8611061573028564, acc: 0.6612000465393066
iter: 300, loss_all: 0.7739648818969727, acc: 0.7076001763343811
iter: 400, loss_all: 0.656704843044281, acc: 0.7440000772476196
iter: 500, loss_all: 0.6464059352874756, acc: 0.7544000744819641
iter: 600, loss_all: 0.5410516858100891, acc: 0.7879998683929443
iter: 700, loss_all: 0.4199800491333008, acc: 0.8339999318122864
iter: 800, loss_all: 0.4816492795944214, acc: 0.8176000118255615
iter: 900, loss_all: 0.3812148869037628, acc: 0.8504002690315247
iter: 1000, loss_all: 0.34186050295829773, acc: 0.8651999831199646
iter: 1100, loss_all: 0.2946568727493286, acc: 0.8883997797966003
iter: 1200, loss_all: 0.2624276578426361, acc: 0.9039998054504395
iter: 1300, loss_all: 0.2614009976387024, acc: 0.9007997512817383
iter: 1400, loss_all: 0.23351562023162842, acc: 0.9151996970176697
iter: 1500, loss_all: 0.20191740989685059, acc: 0.9171996116638184
iter: 1600, loss_all: 0.1820286065340042, acc: 0.9319995045661926
iter: 1700, loss_all: 0.1632552444934845, acc: 0.9315997362136841
iter: 1800, loss_all: 0.1481267809867859, acc: 0.9367995858192444
iter: 1900, loss_all: 0.13889916241168976, acc: 0.9459993839263916
iter: 2000, loss_all: 0.13921436667442322, acc: 0.9427993297576904
iter: 2100, loss_all: 0.11889635771512985, acc: 0.9515994787216187
iter: 2200, loss_all: 0.10161338746547699, acc: 0.9595995545387268
iter: 2300, loss_all: 0.08629105240106583, acc: 0.96519935131073
iter: 2400, loss_all: 0.057123374193906784, acc: 0.9699994325637817
iter: 2500, loss_all: 0.06366132199764252, acc: 0.9687994122505188
iter: 2600, loss_all: 0.06206472963094711, acc: 0.968799352645874
iter: 2700, loss_all: 0.05876298248767853, acc: 0.9679993987083435
iter: 2800, loss_all: 0.035147275775671005, acc: 0.9803994297981262
iter: 2900, loss_all: 0.0633496642112732, acc: 0.96519935131073
iter: 3000, loss_all: 0.07397796958684921, acc: 0.9663993716239929
iter: 3100, loss_all: 0.06372914463281631, acc: 0.9695994257926941
